5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
9/15/2022 0:40,10,70.40,52,65.40,20,63.90,10,60.10,92,65.00,4,0.00
9/15/2022 0:45,9,70.30,51,65.30,19,63.80,9,60.00,88,64.90,4,0.00
9/15/2022 0:50,10,70.10,52,65.10,20,63.70,11,59.90,93,64.70,4,0.00
9/15/2022 0:55,10,70.20,52,65.20,20,63.80,11,60.00,93,64.80,4,0.00
9/15/2022 1:00,10,70.30,52,65.30,20,63.80,11,60.00,93,64.90,4,0.00
9/15/2022 1:05,11,70.20,53,65.20,20,63.80,12,60.00,96,64.80,4,0.00
9/15/2022 1:10,8,70.20,50,65.20,18,63.80,10,60.00,86,64.80,4,0.00
9/15/2022 1:15,12,70.20,53,65.20,21,63.80,12,60.00,98,64.90,4,0.00
9/15/2022 1:20,7,70.20,49,65.20,18,63.80,9,60.00,83,64.70,4,0.00
9/15/2022 1:25,9,70.20,51,65.20,19,63.80,10,60.00,89,64.80,4,0.00
9/15/2022 1:30,8,70.20,50,65.20,18,63.80,10,60.00,86,64.80,4,0.00
9/15/2022 1:35,10,70.30,52,65.30,20,63.80,11,60.00,93,64.90,4,0.00
9/15/2022 1:40,6,70.40,49,65.40,17,63.90,9,60.10,81,64.90,4,0.00
9/15/2022 1:45,9,70.40,51,65.40,19,63.90,10,60.10,89,65.00,4,0.00
9/15/2022 1:50,13,70.50,54,65.40,22,64.00,11,60.20,100,65.20,4,0.00
9/15/2022 1:55,12,70.50,53,65.40,21,64.00,12,60.20,98,65.10,4,0.00
9/15/2022 2:00,7,70.40,49,65.40,18,63.90,9,60.10,83,64.90,4,0.00
9/15/2022 2:05,10,70.30,52,65.30,20,63.80,11,60.00,93,64.90,4,0.00
9/15/2022 2:10,10,70.40,52,65.40,20,63.90,11,60.10,93,65.00,4,0.00
9/15/2022 2:15,10,70.40,52,65.40,20,63.90,11,60.10,93,65.00,4,0.00
9/15/2022 2:20,11,70.40,53,65.40,20,63.90,12,60.10,96,65.00,4,0.00
9/15/2022 2:25,10,70.50,52,65.40,20,64.00,11,60.20,93,65.10,4,0.00
9/15/2022 2:30,18,70.10,58,65.10,25,63.70,16,59.90,117,64.90,4,0.00
9/15/2022 2:35,10,70.30,52,65.30,20,63.80,11,60.00,93,64.90,4,0.00
9/15/2022 2:40,13,70.60,54,65.50,22,64.10,13,60.30,102,65.20,4,0.00
9/15/2022 2:45,15,70.60,56,65.50,23,64.10,14,60.30,108,65.30,4,0.00
9/15/2022 2:50,8,70.50,50,65.40,18,64.00,10,60.20,86,65.00,4,0.00
9/15/2022 2:55,12,70.50,53,65.40,21,64.00,12,60.20,98,65.10,4,0.00
9/15/2022 3:00,10,70.40,52,65.40,20,63.90,11,60.10,93,65.00,4,0.00
9/15/2022 3:05,13,70.10,54,65.10,22,63.70,13,59.80,102,64.70,4,0.00
9/15/2022 3:10,15,70.10,56,65.10,23,63.70,14,59.90,108,64.80,4,0.00
9/15/2022 3:15,21,70.20,60,65.20,27,63.80,17,60.00,125,65.00,4,0.00
9/15/2022 3:20,19,70.30,59,65.30,26,63.80,16,60.00,120,65.10,4,0.00
9/15/2022 3:25,23,70.20,63,65.20,29,63.80,19,60.00,134,65.00,4,0.00
9/15/2022 3:30,21,70.30,61,65.30,28,63.80,18,60.00,128,65.10,4,0.00
9/15/2022 3:35,27,70.60,66,65.50,32,64.10,21,60.30,146,65.40,4,0.00
9/15/2022 3:40,23,70.60,63,65.50,29,64.10,19,60.30,134,65.40,4,0.00
9/15/2022 3:45,22,70.60,62,65.50,29,64.10,18,60.30,131,65.40,4,0.00
9/15/2022 3:50,22,70.70,62,65.60,29,64.20,18,60.40,131,65.40,4,0.00
9/15/2022 3:55,36,70.40,73,65.40,38,63.90,27,60.10,174,65.30,4,0.00
9/15/2022 4:00,26,70.60,65,65.50,31,64.10,21,60.30,143,65.40,4,0.00
9/15/2022 4:05,39,70.50,76,65.40,41,64.00,29,60.20,185,65.40,4,0.00
9/15/2022 4:10,39,70.30,76,65.30,41,63.80,29,60.00,185,65.20,4,0.00
9/15/2022 4:15,56,71.10,90,66.00,53,64.50,39,60.70,238,66.00,4,0.00
9/15/2022 4:20,58,70.10,92,65.10,55,63.70,40,59.90,245,65.10,4,0.00
9/15/2022 4:25,58,70.10,92,65.10,55,63.70,40,59.90,245,65.10,4,0.00
9/15/2022 4:30,56,70.00,90,65.00,53,63.60,39,59.70,238,65.00,4,0.00
9/15/2022 4:35,57,70.30,90,65.30,53,63.80,39,60.00,239,65.30,4,0.00
9/15/2022 4:40,67,70.50,99,65.40,61,64.00,46,60.20,273,65.50,4,0.00
9/15/2022 4:45,75,70.50,105,65.40,66,64.00,50,60.20,296,65.50,4,0.00
9/15/2022 4:50,70,70.20,102,65.20,63,63.80,47,59.90,282,65.20,4,0.00
9/15/2022 4:55,89,69.80,117,64.80,77,63.40,59,59.60,342,64.90,4,0.00
9/15/2022 5:00,90,71.00,118,65.90,77,64.50,60,60.60,345,66.00,4,0.00
9/15/2022 5:05,110,72.70,135,67.30,92,65.90,72,62.10,409,67.50,4,0.00
9/15/2022 5:10,112,71.90,136,66.60,93,65.20,73,61.40,414,66.80,4,0.00
9/15/2022 5:15,143,71.00,162,65.90,116,64.50,92,60.60,513,66.00,4,0.00
9/15/2022 5:20,144,71.50,163,66.30,117,64.90,93,61.10,517,66.50,4,0.00
9/15/2022 5:25,151,69.90,169,64.90,121,63.50,97,59.70,538,65.00,4,0.00
9/15/2022 5:30,144,70.50,163,65.40,117,64.00,93,60.20,517,65.60,4,0.00
9/15/2022 5:35,165,70.50,181,65.40,132,64.00,105,60.20,583,65.60,4,0.00
9/15/2022 5:40,145,70.50,164,65.40,117,64.00,93,60.20,519,65.60,4,0.00
9/15/2022 5:45,170,71.60,185,66.30,136,65.00,109,61.00,600,66.50,4,0.00
9/15/2022 5:50,157,71.90,174,66.50,126,65.20,101,61.30,558,66.80,4,0.00
9/15/2022 5:55,158,71.10,175,65.90,127,64.60,101,60.70,561,66.20,4,0.00
9/15/2022 6:00,158,70.60,175,65.50,127,64.10,101,60.30,561,65.70,4,0.00
9/15/2022 6:05,140,70.60,160,65.50,114,64.10,90,60.30,504,65.70,4,0.00
9/15/2022 6:10,172,69.20,187,64.30,137,62.80,110,59.00,606,64.40,4,0.00
9/15/2022 6:15,139,69.40,159,64.50,113,63.00,90,59.20,501,64.60,4,0.00
9/15/2022 6:20,160,68.40,177,63.70,128,62.20,102,58.40,567,63.70,4,0.00
9/15/2022 6:25,158,66.90,175,62.40,127,60.90,101,57.30,561,62.40,4,0.00
9/15/2022 6:30,160,67.50,177,62.90,128,61.40,102,57.70,567,62.90,4,0.00
9/15/2022 6:35,160,68.10,177,63.40,128,61.90,102,58.20,567,63.40,4,0.00
9/15/2022 6:40,169,68.00,184,63.30,135,61.80,108,58.10,596,63.40,4,0.00
9/15/2022 6:45,166,68.00,181,63.30,132,61.80,106,58.10,585,63.40,4,0.00
9/15/2022 6:50,181,68.00,194,63.30,143,61.80,115,58.10,633,63.40,4,0.00
9/15/2022 6:55,179,68.10,192,63.40,142,61.90,114,58.20,627,63.40,4,0.00
9/15/2022 7:00,150,66.30,168,61.80,121,60.30,96,56.70,535,61.80,4,0.00
9/15/2022 7:05,165,64.20,181,60.00,132,58.50,105,54.80,583,59.90,4,0.00
9/15/2022 7:10,170,64.30,185,60.10,136,58.60,109,54.90,600,60.00,4,0.00
9/15/2022 7:15,167,64.50,182,60.30,133,58.70,106,55.10,588,60.20,4,0.00
9/15/2022 7:20,167,63.30,182,59.20,133,57.70,106,54.10,588,59.10,4,0.00
9/15/2022 7:25,169,60.20,184,56.70,135,55.00,108,51.60,596,56.40,4,0.00
9/15/2022 7:30,128,50.50,150,48.30,105,46.50,83,43.40,466,47.60,4,0.00
9/15/2022 7:35,140,43.40,160,43.00,114,40.70,90,38.60,504,41.80,4,0.00
9/15/2022 7:40,138,36.40,159,38.00,115,35.50,91,33.80,503,36.20,4,0.00
9/15/2022 7:45,141,36.30,161,37.90,116,35.40,93,33.60,511,36.10,4,0.00
9/15/2022 7:50,141,37.20,161,37.90,114,35.50,91,33.70,507,36.40,4,0.00
9/15/2022 7:55,138,38.20,158,39.50,112,37.00,89,35.20,497,37.80,4,0.00
9/15/2022 8:00,128,50.90,150,49.60,105,47.50,83,44.90,466,48.60,4,0.00
9/15/2022 8:05,156,54.10,173,51.60,125,49.50,100,46.50,554,50.90,4,0.00
9/15/2022 8:10,161,56.50,177,53.40,129,51.70,103,48.30,570,52.90,4,0.00
9/15/2022 8:15,148,50.90,166,49.60,119,47.50,95,44.90,528,48.60,4,0.00
9/15/2022 8:20,139,41.00,160,41.70,116,39.40,92,37.30,507,40.20,4,0.00
9/15/2022 8:25,133,35.40,155,37.20,111,34.70,88,33.00,487,35.40,4,0.00
9/15/2022 8:30,149,31.20,169,33.80,123,31.10,99,29.70,540,31.70,4,0.00
9/15/2022 8:35,151,28.10,170,31.30,124,28.60,99,27.30,544,29.10,4,0.00
9/15/2022 8:40,174,30.00,190,32.90,142,30.20,115,28.80,621,30.70,4,0.00
9/15/2022 8:45,156,29.50,174,32.50,128,29.80,103,28.40,561,30.30,4,0.00
9/15/2022 8:50,136,28.50,157,31.70,113,28.90,90,27.70,496,29.40,4,0.00
9/15/2022 8:55,136,29.50,157,32.40,113,29.70,90,28.40,496,30.20,4,0.00
9/15/2022 9:00,128,33.60,150,35.80,105,33.20,83,31.60,466,33.90,4,0.00
9/15/2022 9:05,137,39.30,158,40.30,112,37.90,89,35.90,496,38.70,4,0.00
9/15/2022 9:10,140,40.50,160,41.30,114,38.90,90,36.90,504,39.80,4,0.00
9/15/2022 9:15,133,46.30,154,45.90,109,43.80,86,41.40,482,44.80,4,0.00
9/15/2022 9:20,95,43.80,122,43.00,81,40.70,62,38.60,360,41.90,4,0.00
9/15/2022 9:25,132,51.00,153,49.70,108,47.70,85,45.00,478,48.80,4,0.00
9/15/2022 9:30,148,52.40,166,50.80,119,48.80,95,45.90,528,49.90,4,0.00
9/15/2022 9:35,145,48.10,164,47.40,117,45.30,93,42.80,519,46.30,4,0.00
9/15/2022 9:40,123,39.90,146,40.30,101,37.90,80,35.90,450,38.90,4,0.00
9/15/2022 9:45,151,41.70,169,42.00,122,39.60,97,37.60,539,40.60,4,0.00
9/15/2022 9:50,135,49.70,156,48.70,110,46.60,87,44.00,488,47.70,4,0.00
9/15/2022 9:55,120,56.90,143,53.70,99,52.00,78,48.60,440,53.30,4,0.00
9/15/2022 10:00,114,62.80,138,58.90,95,57.20,74,53.70,421,58.60,4,0.00
9/15/2022 10:05,63,63.80,96,59.80,58,58.10,43,54.60,260,59.50,4,0.00
9/15/2022 10:10,108,59.60,133,56.20,90,54.30,71,51.10,402,55.80,4,0.00
9/15/2022 10:15,155,63.90,173,59.80,125,58.20,100,54.70,553,59.70,4,0.00
9/15/2022 10:20,141,65.80,161,61.40,114,59.80,91,56.20,507,61.30,4,0.00
9/15/2022 10:25,108,68.90,133,64.00,90,62.60,71,58.80,402,64.10,4,0.00
9/15/2022 10:30,121,68.00,144,63.30,100,61.80,79,58.10,444,63.40,4,0.00
9/15/2022 10:35,122,67.70,145,63.10,101,61.60,79,57.90,447,63.10,4,0.00
9/15/2022 10:40,145,67.60,164,63.00,117,61.50,93,57.80,519,63.00,4,0.00
9/15/2022 10:45,114,68.40,138,63.60,95,62.10,74,58.40,421,63.60,4,0.00
9/15/2022 10:50,123,67.10,146,62.50,101,61.00,80,57.30,450,62.50,4,0.00
9/15/2022 10:55,110,67.20,135,62.60,92,61.10,72,57.40,409,62.60,4,0.00
9/15/2022 11:00,92,67.50,120,62.90,79,61.40,61,57.70,352,62.90,4,0.00
9/15/2022 11:05,103,66.00,129,61.60,87,60.00,68,56.40,387,61.50,4,0.00
9/15/2022 11:10,104,68.10,130,63.40,88,61.90,68,58.20,390,63.40,4,0.00
9/15/2022 11:15,99,66.20,126,61.80,84,60.20,65,56.60,374,61.70,4,0.00
9/15/2022 11:20,103,69.70,129,64.70,87,63.30,68,59.50,387,64.80,4,0.00
9/15/2022 11:25,108,69.20,133,64.30,90,62.80,71,59.10,402,64.40,4,0.00
9/15/2022 11:30,104,67.90,130,63.20,88,61.70,68,58.00,390,63.20,4,0.00
9/15/2022 11:35,131,68.00,152,63.30,107,61.80,84,58.10,474,63.40,4,0.00
9/15/2022 11:40,89,71.10,117,65.90,77,64.60,59,60.70,342,66.10,4,0.00
9/15/2022 11:45,103,69.20,129,64.30,87,62.80,68,59.10,387,64.30,4,0.00
9/15/2022 11:50,107,70.00,132,65.00,90,63.60,70,59.70,399,65.10,4,0.00
9/15/2022 11:55,104,68.60,130,63.80,88,62.30,68,58.50,390,63.80,4,0.00
9/15/2022 12:00,104,71.20,130,65.80,88,64.50,68,60.60,390,66.00,4,0.00
9/15/2022 12:05,85,69.20,114,64.30,74,62.80,57,59.10,330,64.30,4,0.00
9/15/2022 12:10,99,71.10,126,65.90,84,64.60,65,60.70,374,66.10,4,0.00
9/15/2022 12:15,100,70.20,127,65.20,85,63.80,66,59.90,378,65.30,4,0.00
9/15/2022 12:20,93,71.40,120,66.10,79,64.80,61,60.90,353,66.30,4,0.00
9/15/2022 12:25,93,68.40,120,63.60,79,62.10,61,58.40,353,63.60,4,0.00
9/15/2022 12:30,124,67.60,147,63.00,102,61.50,80,57.80,453,63.00,4,0.00
9/15/2022 12:35,107,68.50,132,63.70,90,62.20,70,58.50,399,63.70,4,0.00
9/15/2022 12:40,114,70.40,139,65.30,95,63.90,75,60.10,423,65.50,4,0.00
9/15/2022 12:45,85,69.60,114,64.60,74,63.20,57,59.40,330,64.70,4,0.00
9/15/2022 12:50,101,65.40,128,61.00,86,59.50,67,55.80,382,60.90,4,0.00
9/15/2022 12:55,95,67.80,123,63.20,82,61.70,63,57.90,363,63.10,4,0.00
9/15/2022 13:00,106,69.00,132,64.10,89,62.70,69,58.90,396,64.20,4,0.00
9/15/2022 13:05,98,66.80,125,62.30,84,60.70,65,57.10,372,62.20,4,0.00
9/15/2022 13:10,100,66.60,127,62.00,85,60.50,66,56.80,378,62.00,4,0.00
9/15/2022 13:15,99,66.80,126,62.30,84,60.70,65,57.10,374,62.20,4,0.00
9/15/2022 13:20,98,68.10,125,63.40,84,61.90,65,58.20,372,63.40,4,0.00
9/15/2022 13:25,80,69.40,110,64.50,70,63.00,54,59.20,314,64.50,4,0.00
9/15/2022 13:30,110,69.60,135,64.60,92,63.20,72,59.40,409,64.70,4,0.00
9/15/2022 13:35,97,68.70,124,63.80,83,62.40,64,58.60,368,63.90,4,0.00
9/15/2022 13:40,96,68.70,124,63.80,82,62.40,64,58.60,366,63.90,4,0.00
9/15/2022 13:45,95,68.00,122,63.30,82,61.80,63,58.10,362,63.30,4,0.00
9/15/2022 13:50,101,69.30,128,64.40,86,62.90,67,59.10,382,64.40,4,0.00
9/15/2022 13:55,108,69.90,133,64.90,90,63.50,71,59.70,402,65.00,4,0.00
9/15/2022 14:00,87,67.20,116,62.60,75,61.10,58,57.40,336,62.60,4,0.00
9/15/2022 14:05,79,69.30,109,64.40,69,62.90,53,59.10,310,64.40,4,0.00
9/15/2022 14:10,99,69.70,126,64.70,84,63.30,65,59.50,374,64.80,4,0.00
9/15/2022 14:15,95,71.50,123,66.20,82,64.90,63,60.90,363,66.40,4,0.00
9/15/2022 14:20,118,71.10,142,65.90,98,64.50,77,60.60,435,66.10,4,0.00
9/15/2022 14:25,118,69.40,142,64.50,98,63.00,77,59.20,435,64.50,4,0.00
9/15/2022 14:30,97,68.90,124,64.00,83,62.60,64,58.80,368,64.10,4,0.00
9/15/2022 14:35,79,67.80,109,63.20,70,61.70,53,57.90,311,63.10,4,0.00
9/15/2022 14:40,82,67.20,112,62.60,72,61.10,55,57.40,321,62.60,4,0.00
9/15/2022 14:45,99,69.40,126,64.50,84,63.00,65,59.20,374,64.50,4,0.00
9/15/2022 14:50,88,70.10,117,65.10,76,63.70,58,59.80,339,65.20,4,0.00
9/15/2022 14:55,91,67.70,119,63.10,78,61.60,60,57.90,348,63.10,4,0.00
9/15/2022 15:00,100,67.10,127,62.50,85,61.00,66,57.30,378,62.50,4,0.00
9/15/2022 15:05,114,67.40,138,62.80,95,61.30,74,57.60,421,62.80,4,0.00
9/15/2022 15:10,113,65.30,137,61.00,94,59.40,73,55.80,417,60.90,4,0.00
9/15/2022 15:15,106,65.60,132,61.20,90,59.70,70,56.00,398,61.10,4,0.00
9/15/2022 15:20,97,67.30,125,62.70,83,61.20,65,57.50,370,62.70,4,0.00
9/15/2022 15:25,108,67.00,133,62.50,90,60.90,71,57.30,402,62.40,4,0.00
9/15/2022 15:30,130,68.10,151,63.40,106,61.90,84,58.20,471,63.50,4,0.00
9/15/2022 15:35,116,68.30,140,63.50,98,62.00,77,58.30,431,63.50,4,0.00
9/15/2022 15:40,105,70.20,131,65.20,88,63.80,69,59.90,393,65.30,4,0.00
9/15/2022 15:45,115,68.50,139,63.70,97,62.20,76,58.50,427,63.70,4,0.00
9/15/2022 15:50,111,67.10,136,62.50,93,61.00,72,57.30,412,62.50,4,0.00
9/15/2022 15:55,115,67.20,139,62.60,97,61.10,76,57.40,427,62.50,4,0.00
9/15/2022 16:00,113,67.10,138,62.50,96,61.00,75,57.30,422,62.40,4,0.00
9/15/2022 16:05,102,67.10,129,62.50,87,61.00,68,57.30,386,62.40,4,0.00
9/15/2022 16:10,110,68.00,135,63.30,92,61.80,72,58.10,409,63.30,4,0.00
9/15/2022 16:15,121,67.50,144,62.90,100,61.40,79,57.70,444,62.90,4,0.00
9/15/2022 16:20,95,67.00,122,62.40,82,60.90,63,57.20,362,62.30,4,0.00
9/15/2022 16:25,135,67.30,156,62.60,110,61.20,87,57.40,488,62.70,4,0.00
9/15/2022 16:30,102,68.00,128,63.20,86,61.80,67,58.00,383,63.20,4,0.00
9/15/2022 16:35,116,68.10,140,63.40,97,61.90,76,58.20,429,63.40,4,0.00
9/15/2022 16:40,121,69.30,144,64.40,100,63.00,79,59.20,444,64.50,4,0.00
9/15/2022 16:45,129,68.80,151,64.00,106,62.50,83,58.80,469,64.10,4,0.00
9/15/2022 16:50,101,68.10,128,63.40,86,61.90,67,58.20,382,63.40,4,0.00
9/15/2022 16:55,116,68.40,140,63.70,97,62.20,76,58.40,429,63.70,4,0.00
9/15/2022 17:00,103,68.90,129,64.10,87,62.60,68,58.90,387,64.10,4,0.00
9/15/2022 17:05,121,67.60,144,62.90,100,61.40,79,57.70,444,62.90,4,0.00
9/15/2022 17:10,106,67.80,132,63.10,90,61.60,70,57.90,398,63.10,4,0.00
9/15/2022 17:15,115,66.90,139,62.30,97,60.80,76,57.10,427,62.30,4,0.00
9/15/2022 17:20,122,66.70,145,62.10,101,60.60,79,56.90,447,62.10,4,0.00
9/15/2022 17:25,123,67.00,146,62.50,101,60.90,80,57.30,450,62.40,4,0.00
9/15/2022 17:30,116,66.40,140,61.90,97,60.40,76,56.70,429,61.90,4,0.00
9/15/2022 17:35,123,65.80,146,61.40,101,59.80,80,56.20,450,61.30,4,0.00
9/15/2022 17:40,110,65.70,135,61.30,92,59.80,72,56.10,409,61.20,4,0.00
9/15/2022 17:45,128,66.80,150,62.20,105,60.70,83,57.00,466,62.20,4,0.00
9/15/2022 17:50,123,67.80,146,63.20,101,61.70,80,57.90,450,63.20,4,0.00
9/15/2022 17:55,107,68.30,132,63.50,90,62.00,70,58.30,399,63.50,4,0.00
9/15/2022 18:00,104,68.00,130,63.30,88,61.80,68,58.10,390,63.30,4,0.00
9/15/2022 18:05,91,68.00,119,63.20,79,61.80,61,58.00,350,63.20,4,0.00
9/15/2022 18:10,93,68.10,120,63.30,79,61.80,61,58.10,353,63.30,4,0.00
9/15/2022 18:15,100,68.40,127,63.70,85,62.20,66,58.40,378,63.70,4,0.00
9/15/2022 18:20,96,68.40,124,63.60,82,62.10,64,58.40,366,63.60,4,0.00
9/15/2022 18:25,86,69.50,115,64.50,75,63.10,57,59.30,333,64.60,4,0.00
9/15/2022 18:30,86,68.90,115,64.10,75,62.60,57,58.90,333,64.10,4,0.00
9/15/2022 18:35,91,69.80,119,64.80,78,63.40,60,59.60,348,64.90,4,0.00
9/15/2022 18:40,89,69.20,117,64.30,77,62.90,59,59.10,342,64.40,4,0.00
9/15/2022 18:45,96,70.50,124,65.40,82,64.00,64,60.20,366,65.50,4,0.00
9/15/2022 18:50,67,69.80,99,64.80,61,63.40,46,59.60,273,64.90,4,0.00
9/15/2022 18:55,78,71.60,109,66.40,69,65.00,53,61.10,309,66.50,4,0.00
9/15/2022 19:00,56,70.60,90,65.50,53,64.10,39,60.30,238,65.60,4,0.00
9/15/2022 19:05,68,71.60,100,66.30,62,65.00,46,61.00,276,66.40,4,0.00
9/15/2022 19:10,65,69.50,97,64.50,59,63.10,44,59.30,265,64.60,4,0.00
9/15/2022 19:15,77,69.30,107,64.40,68,62.90,51,59.10,303,64.40,4,0.00
9/15/2022 19:20,66,69.90,98,64.90,60,63.50,45,59.70,269,64.90,4,0.00
9/15/2022 19:25,66,70.00,98,65.00,60,63.60,45,59.70,269,65.00,4,0.00
9/15/2022 19:30,74,70.00,105,65.00,66,63.60,50,59.80,295,65.10,4,0.00
9/15/2022 19:35,53,70.00,87,65.00,51,63.60,37,59.80,228,65.00,4,0.00
9/15/2022 19:40,56,70.00,90,65.00,53,63.60,39,59.80,238,65.00,4,0.00
9/15/2022 19:45,56,69.70,90,64.70,53,63.30,39,59.50,238,64.70,4,0.00
9/15/2022 19:50,57,69.70,90,64.80,53,63.30,39,59.50,239,64.80,4,0.00
9/15/2022 19:55,55,69.40,89,64.50,52,63.00,38,59.20,234,64.40,4,0.00
9/15/2022 20:00,63,70.00,96,65.00,58,63.60,43,59.80,260,65.00,4,0.00
9/15/2022 20:05,61,69.00,94,64.20,57,62.70,42,59.00,254,64.20,4,0.00
9/15/2022 20:10,55,68.50,89,63.70,52,62.30,38,58.50,234,63.70,4,0.00
9/15/2022 20:15,64,69.10,97,64.30,59,62.80,44,59.00,264,64.20,4,0.00
9/15/2022 20:20,50,69.00,85,64.20,48,62.70,34,59.00,217,64.20,4,0.00
9/15/2022 20:25,64,69.20,97,64.30,59,62.80,44,59.10,264,64.30,4,0.00
9/15/2022 20:30,66,68.90,98,64.10,60,62.60,45,58.90,269,64.10,4,0.00
9/15/2022 20:35,50,70.30,85,65.30,49,63.80,35,60.00,219,65.30,4,0.00
9/15/2022 20:40,57,69.30,90,64.40,53,63.00,39,59.20,239,64.40,4,0.00
9/15/2022 20:45,63,69.40,96,64.50,58,63.10,43,59.30,260,64.50,4,0.00
9/15/2022 20:50,54,70.10,88,65.10,51,63.70,38,59.90,231,65.10,4,0.00
9/15/2022 20:55,51,69.60,86,64.70,49,63.20,36,59.50,222,64.70,4,0.00
9/15/2022 21:00,55,70.20,89,65.20,52,63.80,38,60.00,234,65.20,4,0.00
9/15/2022 21:05,49,69.30,84,64.40,48,63.00,35,59.20,216,64.40,4,0.00
9/15/2022 21:10,32,69.70,70,64.80,36,63.30,24,59.50,162,64.70,4,0.00
9/15/2022 21:15,39,70.00,76,65.00,41,63.60,29,59.70,185,64.90,4,0.00
9/15/2022 21:20,28,69.90,67,64.90,33,63.50,22,59.70,150,64.80,4,0.00
9/15/2022 21:25,33,70.10,71,65.10,36,63.70,25,59.90,165,65.00,4,0.00
9/15/2022 21:30,58,70.50,92,65.40,55,64.00,40,60.20,245,65.50,4,0.00
9/15/2022 21:35,85,69.60,114,64.70,74,63.20,57,59.50,330,64.70,4,0.00
9/15/2022 21:40,60,68.90,94,64.10,56,62.60,42,58.90,252,64.00,4,0.00
9/15/2022 21:45,35,69.30,72,64.40,38,63.00,26,59.20,171,64.30,4,0.00
9/15/2022 21:50,32,69.60,70,64.70,36,63.20,24,59.50,162,64.60,4,0.00
9/15/2022 21:55,51,70.40,86,65.40,49,63.90,36,60.10,222,65.40,4,0.00
9/15/2022 22:00,34,69.90,72,64.90,37,63.50,25,59.70,168,64.80,4,0.00
9/15/2022 22:05,33,69.80,71,64.80,36,63.40,25,59.60,165,64.70,4,0.00
9/15/2022 22:10,41,70.10,78,65.10,42,63.70,30,59.90,191,65.00,4,0.00
9/15/2022 22:15,36,70.10,73,65.10,38,63.70,27,59.90,174,65.00,4,0.00
9/15/2022 22:20,44,70.00,80,65.00,44,63.60,32,59.70,200,64.90,4,0.00
9/15/2022 22:25,33,70.00,71,65.00,36,63.60,25,59.70,165,64.90,4,0.00
9/15/2022 22:30,42,70.00,79,65.00,43,63.60,31,59.70,195,64.90,4,0.00
9/15/2022 22:35,37,70.00,74,65.00,39,63.60,27,59.80,177,65.00,4,0.00
9/15/2022 22:40,34,70.50,72,65.40,37,64.00,25,60.20,168,65.40,4,0.00
9/15/2022 22:45,33,70.10,71,65.10,36,63.70,25,59.90,165,65.00,4,0.00
9/15/2022 22:50,28,70.00,67,65.00,33,63.60,22,59.80,150,64.90,4,0.00
9/15/2022 22:55,20,70.10,60,65.10,27,63.70,17,59.90,124,64.90,4,0.00
9/15/2022 23:00,18,70.20,58,65.20,25,63.80,16,60.00,117,64.90,4,0.00
9/15/2022 23:05,17,70.30,57,65.30,25,63.80,15,60.00,114,65.00,4,0.00
9/15/2022 23:10,26,70.00,65,65.00,31,63.60,21,59.80,143,64.90,4,0.00
9/15/2022 23:15,17,70.00,57,65.00,25,63.60,15,59.70,114,64.70,4,0.00
9/15/2022 23:20,18,70.00,58,65.00,25,63.60,16,59.80,117,64.80,4,0.00
9/15/2022 23:25,21,70.10,60,65.10,27,63.70,17,59.90,125,64.90,4,0.00
9/15/2022 23:30,17,70.20,57,65.20,25,63.80,15,60.00,114,64.90,4,0.00
9/15/2022 23:35,18,70.30,58,65.30,25,63.80,16,60.00,117,65.00,4,0.00
9/15/2022 23:40,12,70.50,53,65.40,21,64.00,12,60.20,98,65.10,4,0.00
9/15/2022 23:45,21,70.40,61,65.40,28,63.90,18,60.10,128,65.10,4,0.00
9/15/2022 23:50,19,70.40,59,65.40,26,63.90,16,60.10,120,65.20,4,0.00
9/15/2022 23:55,16,70.40,57,65.40,24,63.90,14,60.10,111,65.10,4,0.00
