5 Minutes,Lane 1 Speed (mph),Lane 1 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 5 Speed (mph),Lane 5 Flow (Veh/5 Minutes),Lane 6 Speed (mph),Lane 6 Flow (Veh/5 Minutes),Speed (mph),Flow (Veh/5 Minutes),# Lane Points,% Observed
9/14/2022 14:25,68.90,97,66.70,94,64.20,72,68.90,62,60.20,46,61.20,19,66.10,390,6,0.00
9/14/2022 14:30,69.80,97,67.50,94,65.00,72,68.90,62,60.80,46,61.90,18,66.80,389,6,0.00
9/14/2022 14:35,69.00,107,66.80,101,64.40,78,68.90,68,60.30,50,61.50,20,66.20,424,6,0.00
9/14/2022 14:40,67.80,109,65.70,102,63.30,79,68.80,68,59.50,51,60.70,21,65.30,430,6,0.00
9/14/2022 14:45,67.80,111,65.70,104,63.30,81,68.80,70,59.50,52,61.00,24,65.30,442,6,0.00
9/14/2022 14:50,69.50,98,67.20,95,64.70,73,68.90,62,60.60,46,61.90,20,66.50,394,6,0.00
9/14/2022 14:55,68.50,99,66.40,95,64.00,73,68.80,63,60.00,47,61.80,20,65.90,397,6,0.00
9/14/2022 15:00,69.80,100,67.50,96,65.00,74,68.90,63,60.80,47,62.30,20,66.80,400,6,0.00
9/14/2022 15:05,70.00,101,67.70,97,65.20,75,68.90,64,60.90,48,62.50,20,66.90,405,6,0.00
9/14/2022 15:10,68.90,114,66.60,107,64.20,83,68.90,72,60.20,53,61.50,22,66.10,451,6,0.00
9/14/2022 15:15,68.60,102,66.40,97,64.00,75,68.80,64,60.00,48,61.50,20,65.90,406,6,0.00
9/14/2022 15:20,68.40,95,66.30,92,63.90,70,68.80,60,59.90,44,61.30,16,65.80,377,6,0.00
9/14/2022 15:25,69.10,101,66.90,97,64.50,75,68.90,64,60.40,48,61.30,22,66.20,407,6,0.00
9/14/2022 15:30,70.90,93,68.40,91,66.00,69,68.90,59,61.50,44,62.30,18,67.60,374,6,0.00
9/14/2022 15:35,70.00,105,67.60,100,65.20,77,68.90,66,60.90,49,61.80,21,66.90,418,6,0.00
9/14/2022 15:40,70.40,109,68.00,103,65.50,80,68.90,69,61.20,51,62.20,20,67.20,432,6,0.00
9/14/2022 15:45,69.80,96,67.50,93,65.00,71,68.90,61,60.80,46,62.00,21,66.70,388,6,0.00
9/14/2022 15:50,68.90,107,66.60,101,64.20,79,68.90,68,60.20,50,61.30,22,66.10,427,6,0.00
9/14/2022 15:55,70.10,101,67.70,97,65.30,75,68.90,64,61.00,48,62.60,21,67.00,406,6,0.00
9/14/2022 16:00,70.70,98,68.20,95,65.70,73,68.90,62,61.30,46,62.80,20,67.40,394,6,0.00
9/14/2022 16:05,71.20,95,68.70,92,66.20,70,68.90,60,61.70,45,63.00,18,67.80,380,6,0.00
9/14/2022 16:10,71.30,111,68.80,105,66.30,81,68.90,70,61.70,52,62.80,22,67.80,441,6,0.00
9/14/2022 16:15,70.10,95,67.70,92,65.30,71,68.90,60,61.00,45,61.90,20,67.00,383,6,0.00
9/14/2022 16:20,70.70,113,68.20,106,65.80,82,68.90,71,61.30,53,62.00,22,67.40,447,6,0.00
9/14/2022 16:25,70.40,122,68.00,113,65.50,88,68.90,76,61.10,56,62.20,23,67.20,478,6,0.00
9/14/2022 16:30,69.40,111,67.10,104,64.70,81,68.90,70,60.60,52,61.80,22,66.50,440,6,0.00
9/14/2022 16:35,70.00,104,67.60,99,65.20,76,68.90,66,60.90,49,62.10,19,66.90,413,6,0.00
9/14/2022 16:40,69.50,119,67.20,110,64.80,86,68.90,75,60.60,56,62.10,22,66.60,468,6,0.00
9/14/2022 16:45,70.40,126,68.00,116,65.60,90,68.90,78,61.20,58,62.50,23,67.20,491,6,0.00
9/14/2022 16:50,71.00,128,68.50,118,66.00,93,68.90,82,61.50,61,62.80,24,67.60,506,6,0.00
9/14/2022 16:55,67.90,115,65.80,107,63.40,83,68.80,72,59.60,53,61.50,23,65.40,453,6,0.00
9/14/2022 17:00,68.90,118,66.70,109,64.30,85,68.90,74,60.20,55,62.20,25,66.20,466,6,0.00
9/14/2022 17:05,69.40,121,67.10,112,64.70,87,68.90,76,60.50,56,62.10,25,66.50,477,6,0.00
9/14/2022 17:10,69.80,127,67.40,117,65.00,91,68.90,80,60.80,59,62.40,25,66.80,499,6,0.00
9/14/2022 17:15,69.50,127,67.20,117,64.80,91,68.90,79,60.60,58,62.20,24,66.60,496,6,0.00
9/14/2022 17:20,69.60,136,67.30,124,64.80,97,68.90,85,60.60,62,62.10,27,66.60,531,6,0.00
9/14/2022 17:25,69.10,124,66.90,114,64.40,89,68.90,78,60.40,57,62.20,24,66.30,486,6,0.00
9/14/2022 17:30,69.30,111,67.00,104,64.60,81,68.90,70,60.50,52,61.80,22,66.40,440,6,0.00
9/14/2022 17:35,69.40,120,67.10,111,64.70,87,68.90,75,60.50,56,61.40,24,66.40,473,6,0.00
9/14/2022 17:40,69.80,114,67.40,106,65.00,83,68.90,71,60.80,53,61.50,23,66.70,450,6,0.00
9/14/2022 17:45,70.00,118,67.60,110,65.20,86,68.90,74,60.90,55,62.10,24,66.90,467,6,0.00
9/14/2022 17:50,70.70,115,68.20,107,65.80,83,68.90,72,61.30,53,62.30,22,67.40,452,6,0.00
9/14/2022 17:55,70.70,94,68.20,91,65.80,70,68.90,60,61.30,45,62.30,19,67.40,379,6,0.00
9/14/2022 18:00,71.20,100,68.70,96,66.20,74,68.90,64,61.70,47,62.40,21,67.80,402,6,0.00
9/14/2022 18:05,71.40,92,68.80,90,66.40,69,68.90,59,61.80,44,62.40,16,67.90,370,6,0.00
9/14/2022 18:10,71.20,106,68.60,100,66.20,78,68.90,67,61.60,50,62.60,23,67.70,424,6,0.00
9/14/2022 18:15,72.30,95,69.60,92,67.10,71,68.90,61,62.30,45,63.10,18,68.50,382,6,0.00
9/14/2022 18:20,72.20,104,69.50,99,67.00,76,68.90,66,62.20,49,63.00,22,68.40,416,6,0.00
9/14/2022 18:25,72.30,90,69.60,88,67.10,67,68.90,57,62.30,43,63.30,18,68.50,363,6,0.00
9/14/2022 18:30,70.90,103,68.40,98,65.90,76,68.90,65,61.40,49,62.70,21,67.50,412,6,0.00
9/14/2022 18:35,71.90,92,69.20,89,66.70,68,68.90,58,62.00,44,63.00,18,68.20,369,6,0.00
9/14/2022 18:40,71.60,83,69.00,83,66.50,63,68.90,53,61.90,40,62.70,16,68.00,338,6,0.00
9/14/2022 18:45,72.40,86,69.60,85,67.20,65,68.90,55,62.30,41,63.10,17,68.60,349,6,0.00
9/14/2022 18:50,71.40,75,68.80,77,66.30,58,68.90,48,61.70,36,62.60,14,67.90,308,6,0.00
9/14/2022 18:55,71.30,79,68.80,80,66.30,60,68.90,51,61.70,38,62.50,16,67.80,324,6,0.00
9/14/2022 19:00,72.80,80,70.00,80,67.60,61,68.90,51,62.60,39,63.20,15,68.90,326,6,0.00
9/14/2022 19:05,72.80,70,70.00,73,67.60,54,68.90,46,62.60,34,63.40,13,68.90,290,6,0.00
9/14/2022 19:10,73.40,79,70.60,80,68.10,60,68.90,51,63.00,38,63.10,14,69.30,322,6,0.00
9/14/2022 19:15,74.70,74,71.70,76,69.30,57,68.90,48,63.80,36,63.90,15,70.30,306,6,0.00
9/14/2022 19:20,74.00,70,71.00,73,68.60,54,68.90,46,63.30,34,63.60,13,69.70,290,6,0.00
9/14/2022 19:25,74.40,60,71.40,65,68.90,47,68.90,39,63.60,29,63.70,11,70.00,251,6,0.00
9/14/2022 19:30,73.70,66,70.90,70,68.40,52,68.90,43,63.20,33,63.60,13,69.50,277,6,0.00
9/14/2022 19:35,73.40,64,70.50,68,68.00,50,68.90,42,63.00,32,63.40,12,69.30,268,6,0.00
9/14/2022 19:40,71.70,59,69.10,64,66.70,47,68.90,38,62.00,28,62.70,11,68.10,247,6,0.00
9/14/2022 19:45,73.60,52,70.70,59,68.20,43,68.90,35,63.10,27,63.50,11,69.30,227,6,0.00
9/14/2022 19:50,70.90,57,68.40,63,66.00,46,68.90,38,61.50,29,62.20,11,67.50,244,6,0.00
9/14/2022 19:55,71.90,59,69.20,64,66.80,47,68.90,39,62.10,30,62.80,11,68.20,250,6,0.00
9/14/2022 20:00,71.80,57,69.20,63,66.70,46,68.90,38,62.00,29,62.80,12,68.10,245,6,0.00
9/14/2022 20:05,72.40,46,69.70,54,67.20,39,68.90,31,62.40,24,62.80,9,68.60,203,6,0.00
9/14/2022 20:10,71.50,50,68.90,57,66.50,42,68.90,34,61.80,26,62.70,9,67.90,218,6,0.00
9/14/2022 20:15,72.30,50,69.70,58,67.20,42,68.90,34,62.30,26,62.80,9,68.50,219,6,0.00
9/14/2022 20:20,72.10,57,69.40,62,67.00,46,68.90,38,62.20,29,62.70,11,68.30,243,6,0.00
9/14/2022 20:25,72.70,51,70.00,58,67.50,42,68.90,34,62.60,26,63.40,10,68.80,221,6,0.00
9/14/2022 20:30,73.20,44,70.40,52,67.90,36,68.90,26,62.90,19,63.50,5,69.40,182,6,0.00
9/14/2022 20:35,72.30,49,69.60,56,67.10,41,68.90,33,62.30,25,62.70,9,68.50,213,6,0.00
9/14/2022 20:40,72.00,51,69.30,58,66.90,40,68.90,32,62.10,24,62.90,8,68.40,213,6,0.00
9/14/2022 20:45,72.50,52,69.80,59,67.30,42,68.90,34,62.40,26,62.90,9,68.70,222,6,0.00
9/14/2022 20:50,72.80,42,70.00,51,67.50,36,68.90,29,62.60,22,63.50,7,68.90,187,6,0.00
9/14/2022 20:55,72.80,42,70.00,51,67.60,36,68.90,29,62.60,23,63.30,9,68.80,190,6,0.00
9/14/2022 21:00,72.30,41,69.70,51,67.20,36,68.90,29,62.30,22,63.30,8,68.50,187,6,0.00
9/14/2022 21:05,72.90,47,70.20,55,67.70,39,68.90,31,62.70,24,63.60,10,69.00,206,6,0.00
9/14/2022 21:10,72.80,39,70.00,48,67.50,33,68.90,25,62.60,19,62.90,7,68.90,171,6,0.00
9/14/2022 21:15,72.90,44,70.10,53,67.60,38,68.90,30,62.70,23,62.90,8,68.90,196,6,0.00
9/14/2022 21:20,73.20,40,70.40,49,67.90,34,68.90,26,62.90,20,63.00,8,69.20,177,6,0.00
9/14/2022 21:25,73.40,38,70.50,48,68.00,33,68.90,25,63.00,19,63.00,8,69.20,171,6,0.00
9/14/2022 21:30,72.60,43,69.90,52,67.40,37,68.90,29,62.50,22,62.90,9,68.70,192,6,0.00
9/14/2022 21:35,73.40,48,70.60,56,68.10,40,68.90,33,63.00,25,63.30,8,69.30,210,6,0.00
9/14/2022 21:40,74.30,31,71.30,42,68.90,28,68.90,20,63.50,16,63.80,6,70.00,143,6,0.00
9/14/2022 21:45,74.00,36,71.00,46,68.50,32,68.90,25,63.30,20,63.40,7,69.60,166,6,0.00
9/14/2022 21:50,74.70,34,71.60,44,69.10,30,68.90,22,63.80,17,63.90,5,70.30,152,6,0.00
9/14/2022 21:55,73.50,33,70.70,44,68.20,29,68.90,22,63.10,17,63.30,5,69.50,150,6,0.00
9/14/2022 22:00,73.70,27,70.80,39,68.30,25,68.90,17,63.20,14,63.40,6,69.50,128,6,0.00
9/14/2022 22:05,71.90,31,69.20,42,66.80,28,68.90,20,62.00,16,62.90,4,68.30,141,6,0.00
9/14/2022 22:10,72.60,18,69.90,32,67.40,18,68.90,9,62.50,7,63.20,3,69.00,87,6,0.00
9/14/2022 22:15,73.10,26,70.30,38,67.80,24,68.90,17,62.80,13,63.30,5,69.10,123,6,0.00
9/14/2022 22:20,73.20,24,70.40,37,67.90,23,68.90,16,62.90,12,63.20,5,69.20,117,6,0.00
9/14/2022 22:25,74.20,24,71.30,36,68.80,23,68.90,16,63.50,14,63.60,5,69.80,118,6,0.00
9/14/2022 22:30,73.70,23,70.80,36,68.30,22,68.90,15,63.20,12,63.50,5,69.50,113,6,0.00
9/14/2022 22:35,74.20,24,71.20,37,68.70,23,68.90,16,63.40,12,63.40,5,69.90,117,6,0.00
9/14/2022 22:40,74.40,23,71.50,36,69.00,23,68.90,15,63.60,12,63.80,5,70.10,114,6,0.00
9/14/2022 22:45,74.50,21,71.50,34,69.10,21,68.90,14,63.70,11,63.90,5,70.10,106,6,0.00
9/14/2022 22:50,74.50,14,71.50,29,69.00,16,68.90,9,63.70,9,63.80,3,70.10,80,6,0.00
9/14/2022 22:55,74.30,13,71.40,28,68.90,15,68.90,8,63.60,7,63.80,2,70.20,73,6,0.00
9/14/2022 23:00,73.00,12,70.20,27,67.70,15,68.90,9,62.70,8,62.90,3,68.90,74,6,0.00
9/14/2022 23:05,73.30,10,70.40,25,67.90,11,68.90,3,62.90,3,63.10,1,69.80,53,6,0.00
9/14/2022 23:10,73.20,14,70.40,27,67.90,13,68.90,5,62.80,6,63.00,2,69.50,67,6,0.00
9/14/2022 23:15,73.80,9,70.90,24,68.30,13,68.90,6,63.20,7,63.50,2,69.40,61,6,0.00
9/14/2022 23:20,73.40,10,70.50,25,68.00,12,68.90,5,63.00,6,63.30,2,69.40,60,6,0.00
9/14/2022 23:25,73.70,6,70.70,22,68.20,9,68.90,3,63.10,3,63.50,1,69.80,44,6,0.00
9/14/2022 23:30,73.60,10,70.70,25,68.20,12,68.90,6,63.10,4,63.40,2,69.70,59,6,0.00
9/14/2022 23:35,73.40,15,70.60,27,68.10,14,68.90,5,63.00,6,63.40,2,69.70,69,6,0.00
9/14/2022 23:40,73.60,12,70.70,25,68.30,12,68.90,4,63.10,3,63.40,1,70.20,57,6,0.00
9/14/2022 23:45,73.70,6,70.80,22,68.30,10,68.90,4,63.20,4,63.50,1,69.70,47,6,0.00
9/14/2022 23:50,73.70,10,70.80,26,68.40,12,68.90,4,63.20,3,63.60,1,70.10,56,6,0.00
9/14/2022 23:55,73.70,6,70.80,22,68.40,10,68.90,3,63.20,8,63.50,1,69.20,50,6,0.00
9/15/2022 0:00,73.90,8,71.00,22,68.50,9,68.90,2,63.30,1,63.70,1,70.60,43,6,0.00
9/15/2022 0:05,73.40,10,70.50,25,68.10,12,68.90,7,63.00,5,63.20,2,69.50,61,6,0.00
9/15/2022 0:10,73.80,9,70.90,22,68.40,9,68.90,1,63.20,2,63.50,1,70.40,44,6,0.00
9/15/2022 0:15,73.70,10,70.80,23,68.30,10,68.90,1,63.20,1,63.40,1,70.50,46,6,0.00
9/15/2022 0:20,73.90,7,71.00,23,68.50,9,68.90,2,63.30,2,63.60,1,70.30,44,6,0.00
9/15/2022 0:25,73.60,8,70.70,23,68.20,10,68.90,9,63.10,3,63.40,1,69.80,54,6,0.00
9/15/2022 0:30,73.80,9,70.90,19,68.40,7,68.90,12,63.20,11,61.80,20,67.30,78,6,0.00
9/15/2022 0:35,73.40,8,70.50,22,68.10,9,68.90,1,63.00,1,63.40,0,70.30,41,6,0.00
9/15/2022 0:40,73.60,8,70.70,22,68.30,9,68.90,6,63.10,6,63.60,1,69.50,52,6,0.00
9/15/2022 0:45,73.80,9,70.90,23,68.40,10,68.90,2,63.20,1,63.60,0,70.60,45,6,0.00
9/15/2022 0:50,73.80,8,70.90,20,68.40,7,68.90,11,63.30,11,61.80,21,67.20,78,6,0.00
9/15/2022 0:55,73.30,7,70.50,20,68.00,8,68.90,16,62.90,7,63.40,0,69.10,58,6,0.00
9/15/2022 1:00,73.50,10,70.60,22,68.10,9,68.90,8,63.10,13,61.70,21,67.10,83,6,0.00
9/15/2022 1:05,73.80,9,70.90,21,68.40,8,68.90,7,63.30,12,61.80,21,67.20,78,6,0.00
9/15/2022 1:10,74.00,8,71.10,19,68.50,7,68.90,11,63.40,5,61.90,21,67.60,71,6,0.00
9/15/2022 1:15,73.60,8,70.70,21,68.20,8,68.90,11,63.10,5,63.40,0,69.70,53,6,0.00
9/15/2022 1:20,73.80,8,70.90,22,68.40,9,68.90,1,63.20,1,63.60,0,70.70,41,6,0.00
9/15/2022 1:25,73.20,11,70.40,20,67.90,7,68.90,14,62.90,7,63.20,0,69.40,59,6,0.00
9/15/2022 1:30,73.50,8,70.60,21,68.10,8,68.90,12,63.00,6,63.40,0,69.50,55,6,0.00
9/15/2022 1:35,73.80,9,70.90,21,68.40,8,68.90,1,63.20,6,63.60,1,69.80,46,6,0.00
9/15/2022 1:40,73.90,8,70.90,21,68.40,10,68.90,13,63.30,12,61.80,20,67.30,84,6,0.00
9/15/2022 1:45,74.10,11,71.10,19,68.60,6,68.90,14,63.40,13,61.90,20,67.50,83,6,0.00
9/15/2022 1:50,74.00,8,71.10,21,68.50,8,68.90,12,63.40,11,61.90,21,67.40,81,6,0.00
9/15/2022 1:55,74.10,10,71.10,20,68.60,8,68.90,13,63.40,12,61.90,21,67.50,84,6,0.00
9/15/2022 2:00,74.00,12,71.10,19,68.60,7,68.90,16,63.40,14,61.90,21,67.50,89,6,0.00
9/15/2022 2:05,73.90,7,71.00,20,68.50,8,68.90,7,63.30,7,63.60,1,69.50,50,6,0.00
9/15/2022 2:10,73.40,10,70.50,19,68.10,7,68.90,13,63.00,12,61.60,21,67.00,82,6,0.00
9/15/2022 2:15,73.70,9,70.80,21,68.30,10,68.90,3,63.20,8,63.50,1,69.40,52,6,0.00
9/15/2022 2:20,73.90,11,71.00,20,68.50,7,68.90,14,63.30,7,61.80,21,67.70,80,6,0.00
9/15/2022 2:25,72.70,8,69.90,23,67.40,10,68.90,9,62.50,2,62.90,0,69.40,52,6,0.00
9/15/2022 2:30,72.90,8,70.10,21,67.60,9,68.90,9,62.70,8,63.20,1,68.70,56,6,0.00
9/15/2022 2:35,73.30,11,70.50,24,68.00,12,68.90,5,62.90,10,63.40,2,69.00,64,6,0.00
9/15/2022 2:40,73.80,8,70.90,22,68.50,10,68.90,11,63.30,10,63.60,2,69.10,63,6,0.00
9/15/2022 2:45,73.10,13,70.30,21,67.90,8,68.90,1,62.80,7,63.60,1,69.50,51,6,0.00
9/15/2022 2:50,73.30,9,70.40,22,67.90,10,68.90,4,62.90,7,63.50,2,69.10,54,6,0.00
9/15/2022 2:55,73.60,7,70.70,20,68.20,8,68.90,17,63.10,14,61.80,21,67.00,87,6,0.00
9/15/2022 3:00,73.00,5,70.20,21,67.80,10,68.90,10,62.70,9,63.30,2,68.40,57,6,0.00
9/15/2022 3:05,73.40,8,70.50,21,68.00,8,68.90,9,63.00,8,63.30,1,69.10,55,6,0.00
9/15/2022 3:10,73.40,8,70.60,22,68.10,10,68.90,12,63.00,10,63.30,2,68.80,64,6,0.00
9/15/2022 3:15,73.60,5,70.80,21,68.30,9,68.90,11,63.10,10,63.50,1,68.80,57,6,0.00
9/15/2022 3:20,73.80,8,70.90,24,68.40,12,68.90,8,63.20,7,63.60,2,69.40,61,6,0.00
9/15/2022 3:25,73.60,7,70.70,23,68.20,10,68.90,5,63.10,4,63.50,2,69.60,51,6,0.00
9/15/2022 3:30,73.90,9,71.00,25,68.50,12,68.90,4,63.30,5,63.80,2,69.90,57,6,0.00
9/15/2022 3:35,74.30,8,71.40,23,68.90,11,68.90,18,63.60,14,63.80,3,69.00,77,6,0.00
9/15/2022 3:40,74.00,10,71.10,25,68.60,13,68.90,8,63.40,7,63.80,2,69.70,65,6,0.00
9/15/2022 3:45,74.30,13,71.30,28,68.90,15,68.90,9,63.50,9,63.90,3,69.90,77,6,0.00
9/15/2022 3:50,73.70,13,70.80,27,68.30,15,68.90,14,63.20,11,63.40,3,69.20,83,6,0.00
9/15/2022 3:55,73.50,9,70.60,25,68.10,12,68.90,5,63.10,6,63.40,2,69.40,59,6,0.00
9/15/2022 4:00,74.00,19,71.10,33,68.50,20,68.90,13,63.40,12,63.80,4,69.60,101,6,0.00
9/15/2022 4:05,74.40,20,71.40,33,68.90,20,68.90,13,63.60,10,63.80,2,70.20,98,6,0.00
9/15/2022 4:10,74.60,30,71.60,41,69.00,27,68.90,19,63.70,17,64.10,6,70.10,140,6,0.00
9/15/2022 4:15,73.40,31,70.60,42,68.10,28,68.90,24,63.00,19,63.60,7,69.20,151,6,0.00
9/15/2022 4:20,73.20,31,70.40,42,67.90,28,68.90,20,62.90,19,63.60,7,69.00,147,6,0.00
9/15/2022 4:25,73.40,33,70.60,43,68.10,29,68.90,28,63.00,21,63.90,7,69.20,161,6,0.00
9/15/2022 4:30,74.90,27,71.80,39,69.30,25,68.90,18,63.90,17,64.10,6,70.20,132,6,0.00
9/15/2022 4:35,75.30,45,72.20,53,69.60,37,68.90,29,64.20,24,64.00,10,70.50,198,6,0.00
9/15/2022 4:40,73.90,55,71.00,61,68.40,44,68.90,40,63.30,31,63.00,12,69.50,243,6,0.00
9/15/2022 4:45,73.60,55,70.70,61,68.20,44,68.90,35,63.10,26,63.10,8,69.50,229,6,0.00
9/15/2022 4:50,73.40,60,70.50,65,68.00,47,68.90,39,63.00,29,63.90,12,69.30,252,6,0.00
9/15/2022 4:55,74.10,53,71.20,60,68.70,43,68.90,34,63.40,26,64.00,9,69.90,225,6,0.00
9/15/2022 5:00,74.90,67,71.80,70,69.30,52,68.90,43,63.90,38,64.10,14,70.20,284,6,0.00
9/15/2022 5:05,75.00,69,72.00,72,69.50,53,69.00,44,64.00,33,64.20,11,70.50,282,6,0.00
9/15/2022 5:10,74.20,83,71.20,83,68.70,63,68.90,53,63.50,41,63.90,17,69.80,340,6,0.00
9/15/2022 5:15,75.00,94,72.00,91,69.50,70,69.00,60,64.00,45,64.50,18,70.50,378,6,0.00
9/15/2022 5:20,72.40,93,69.70,90,67.20,69,68.90,59,62.40,44,62.80,17,68.60,372,6,0.00
9/15/2022 5:25,72.20,91,69.50,89,67.00,68,68.90,58,62.20,44,62.80,16,68.50,366,6,0.00
9/15/2022 5:30,72.40,99,69.60,95,67.20,73,68.90,63,62.40,47,62.70,19,68.60,396,6,0.00
9/15/2022 5:35,72.80,101,70.00,97,67.60,75,68.90,65,62.60,49,62.80,21,68.80,408,6,0.00
9/15/2022 5:40,74.40,111,71.40,105,68.90,82,68.90,71,63.60,53,64.40,22,70.00,444,6,0.00
9/15/2022 5:45,72.60,101,69.80,97,67.30,75,68.90,65,62.50,48,62.90,21,68.70,407,6,0.00
9/15/2022 5:50,71.90,102,69.30,98,66.80,76,68.90,66,62.10,49,62.80,20,68.20,411,6,0.00
9/15/2022 5:55,72.90,113,70.10,106,67.60,83,68.90,72,62.70,54,63.40,23,68.90,451,6,0.00
9/15/2022 6:00,70.20,105,67.80,100,65.40,77,68.90,67,61.10,50,62.30,21,67.10,420,6,0.00
9/15/2022 6:05,67.80,122,65.80,114,63.40,89,68.80,78,59.60,58,61.10,23,65.40,484,6,0.00
9/15/2022 6:10,67.00,100,65.00,96,62.70,74,68.80,64,59.10,48,61.00,18,64.80,400,6,0.00
9/15/2022 6:15,65.40,111,63.70,105,61.40,82,68.80,71,58.10,53,59.90,22,63.60,444,6,0.00
9/15/2022 6:20,66.10,129,64.20,119,61.90,94,68.80,82,58.50,61,60.50,27,64.10,512,6,0.00
9/15/2022 6:25,66.10,122,64.30,113,61.90,89,68.80,78,58.50,57,60.50,24,64.20,483,6,0.00
9/15/2022 6:30,64.00,115,62.40,108,60.20,84,68.80,74,57.20,55,59.40,24,62.60,460,6,0.00
9/15/2022 6:35,64.70,142,63.10,129,60.80,102,68.80,90,57.70,67,59.80,29,63.20,559,6,0.00
9/15/2022 6:40,64.60,148,63.00,133,60.70,105,68.80,92,57.60,68,59.80,31,63.10,577,6,0.00
9/15/2022 6:45,65.60,135,63.80,123,61.40,96,68.80,84,58.20,62,60.40,26,63.80,526,6,0.00
9/15/2022 6:50,65.60,138,63.80,125,61.40,99,68.80,86,58.20,63,60.40,28,63.80,539,6,0.00
9/15/2022 6:55,65.00,131,63.30,120,61.00,94,68.80,82,57.80,60,60.10,26,63.40,513,6,0.00
9/15/2022 7:00,65.30,138,63.60,125,61.30,99,68.80,87,58.00,64,60.60,30,63.60,543,6,0.00
9/15/2022 7:05,64.20,118,62.70,109,60.40,85,68.80,74,57.40,55,59.70,23,62.90,464,6,0.00
9/15/2022 7:10,63.10,150,61.70,134,59.50,106,68.80,93,56.70,68,59.10,31,62.10,582,6,0.00
9/15/2022 7:15,62.40,140,61.10,127,58.90,100,68.80,87,56.30,64,58.90,27,61.60,545,6,0.00
9/15/2022 7:20,62.10,143,60.80,129,58.40,102,68.70,89,56.00,65,58.20,27,61.30,555,6,0.00
9/15/2022 7:25,61.40,140,60.10,127,57.80,100,68.70,87,55.60,64,58.10,31,60.70,549,6,0.00
9/15/2022 7:30,61.50,135,60.20,123,57.80,96,68.70,84,55.70,62,57.80,26,60.80,526,6,0.00
9/15/2022 7:35,59.70,146,58.70,131,56.40,103,68.70,91,54.60,67,58.30,32,59.60,570,6,0.00
9/15/2022 7:40,56.30,140,55.70,126,53.50,99,68.60,87,52.50,64,57.60,29,57.20,545,6,0.00
9/15/2022 7:45,46.80,133,47.60,121,45.40,95,68.50,83,46.70,61,53.90,29,50.60,522,6,0.00
9/15/2022 7:50,35.10,124,37.30,115,35.30,91,68.30,80,39.40,60,49.10,29,42.30,499,6,0.00
9/15/2022 7:55,35.50,137,37.90,124,35.80,98,68.30,87,39.80,66,49.30,29,42.60,541,6,0.00
9/15/2022 8:00,40.20,127,42.10,117,40.40,92,68.40,80,42.70,59,50.60,26,46.00,501,6,0.00
9/15/2022 8:05,36.10,134,38.30,122,36.60,96,68.40,84,40.10,62,49.10,30,43.00,528,6,0.00
9/15/2022 8:10,32.60,131,35.60,121,34.00,96,68.30,85,38.00,64,47.70,29,40.80,526,6,0.00
9/15/2022 8:15,31.00,131,34.20,120,32.70,95,68.30,85,37.00,64,47.10,29,39.70,524,6,0.00
9/15/2022 8:20,34.00,128,36.50,117,34.70,92,68.30,80,38.80,59,48.30,26,41.50,502,6,0.00
9/15/2022 8:25,39.90,140,41.90,127,40.10,100,68.40,87,42.50,64,50.20,29,45.80,547,6,0.00
9/15/2022 8:30,42.70,131,44.20,119,42.50,94,68.50,82,44.20,60,51.20,28,47.80,514,6,0.00
9/15/2022 8:35,37.80,128,39.90,118,37.90,92,68.40,80,41.20,59,49.50,27,44.20,504,6,0.00
9/15/2022 8:40,36.30,126,38.70,116,37.10,91,68.40,79,40.20,58,48.50,28,43.20,498,6,0.00
9/15/2022 8:45,33.10,128,36.10,118,34.50,94,68.30,83,38.30,62,47.90,28,41.20,513,6,0.00
9/15/2022 8:50,30.20,121,33.50,112,32.00,87,68.30,77,36.50,58,46.60,26,39.00,481,6,0.00
9/15/2022 8:55,26.70,110,30.60,104,29.10,81,68.20,71,34.40,53,45.50,24,36.70,443,6,0.00
9/15/2022 9:00,34.10,129,36.50,119,34.50,93,68.30,81,38.80,60,48.60,27,41.50,509,6,0.00
9/15/2022 9:05,42.30,127,44.00,116,42.20,91,68.50,79,44.00,58,51.60,26,47.50,497,6,0.00
9/15/2022 9:10,46.70,126,47.70,115,45.80,90,68.50,78,46.60,58,53.30,23,50.50,490,6,0.00
9/15/2022 9:15,38.50,120,40.50,111,38.80,87,68.40,75,41.60,56,49.90,24,44.70,473,6,0.00
9/15/2022 9:20,33.30,112,35.90,106,34.20,83,68.30,72,38.40,54,48.20,25,41.10,452,6,0.00
9/15/2022 9:25,38.40,124,40.20,115,38.20,90,68.40,78,41.50,58,50.10,26,44.50,491,6,0.00
9/15/2022 9:30,46.90,116,47.80,108,45.90,84,68.50,73,46.70,54,52.90,23,50.70,458,6,0.00
9/15/2022 9:35,52.90,140,53.00,126,51.00,99,68.60,87,50.40,64,55.30,28,54.90,544,6,0.00
9/15/2022 9:40,56.70,130,56.10,119,53.80,93,68.70,81,52.70,60,56.60,26,57.40,509,6,0.00
9/15/2022 9:45,59.70,118,58.80,110,56.60,86,68.70,74,54.60,55,57.40,23,59.70,466,6,0.00
